Csec_ID,GeneID,proteinID,domain,annotation,GO
Csec_G17295,B7P43_G17295,PNF41816.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RT) catalytic domain profile.,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G17567,B7P43_G17567,PNF22012.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RT) catalytic domain profile.,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G18158,B7P43_G18158,PNF15440.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases|Reverse transcriptase (RT) catalytic domain profile.,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G01831,B7P43_G01831,PNF32948.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G02614,B7P43_G02614,PNF41781.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G02968,B7P43_G02968,PNF17436.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G03349,B7P43_G03349,PNF33439.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G05260,B7P43_G05260,PNF20056.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G06334,B7P43_G06334,PNF14819.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G09668,B7P43_G09668,PNF24449.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G11650,B7P43_G11650,PNF16252.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G12502,B7P43_G12502,PNF19832.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G14318,B7P43_G14318,PNF26486.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G16693,B7P43_G16693,PNF39279.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G17007,B7P43_G17007,PNF15486.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G18070,B7P43_G18070,PNF24656.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G06670,B7P43_G06670,PNF22769.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|DNase I-like|Endonuclease/exonuclease/phosphatase,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily,-|NA
Csec_G07009,B7P43_G07009,PNF28765.1,Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Endonuclease/exonuclease/phosphatase|DNase I-like,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily,-|NA
Csec_G18229,B7P43_G18229,PNF32223.1,"Reverse transcriptase (RNA-dependent DNA polymerase)|TRANSCRIPTASE, PUTATIVE-RELATED-RELATED",Reverse transcriptase domain,-|NA
Csec_G18393,B7P43_G18393,PNF21343.1,Reverse transcriptase (RNA-dependent DNA polymerase)|TRANSPOSON TY3-I GAG-POL POLYPROTEIN|TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN|DNA/RNA polymerases|Reverse transcriptase (RT) catalytic domain profile.,Reverse transcriptase domain|Reverse transcriptase/Diguanylate cyclase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G09274,B7P43_G09274,PNF35146.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Endonuclease-reverse transcriptase|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase|DNase I-like,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase|Endonuclease/exonuclease/phosphatase superfamily,-|GO:0003824|NA
Csec_G02186,B7P43_G02186,PNF40693.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G07445,B7P43_G07445,PNF38924.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G08922,B7P43_G08922,PNF14732.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G08951,B7P43_G08951,PNF29277.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G11781,B7P43_G11781,PNF39430.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G06851,B7P43_G06851,PNF29434.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G15364,B7P43_G15364,PNF37467.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G15487,B7P43_G15487,PNF34337.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase|DNase I-like|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily,-|NA
Csec_G09168,B7P43_G09168,PNF25410.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase|RT_nLTR_like|Endonuclease-reverse transcriptase|DNase I-like,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily|Endonuclease/exonuclease/phosphatase,NA|-|GO:0003824
Csec_G12371,B7P43_G12371,PNF25771.1|PNF25772.1|PNF25773.1|PNF25774.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase|RT_nLTR_like|Endonuclease-reverse transcriptase|DNase I-like|Sodium/hydrogen exchanger family|Sodium/hydrogen exchanger family,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily|Reverse transcriptase/Diguanylate cyclase domain|Endonuclease/exonuclease/phosphatase|Sodium/solute  symporter  superfamily|Cation/H+ exchanger|Cation/H+ exchanger|Sodium/solute  symporter  superfamily,-|NA|GO:0003824|-|GO:0006812|GO:0015299|GO:0016021|GO:0055085|NA|GO:0006812|GO:0015299|GO:0016021|GO:0055085|NA|-
Csec_G12075,B7P43_G12075,PNF20816.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G01797,B7P43_G01797,PNF28919.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G01224,B7P43_G01224,PNF30253.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G01772,B7P43_G01772,PNF26362.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G18307,B7P43_G18307,PNF18867.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Reverse transcriptase/Diguanylate cyclase domain,NA|-
Csec_G02356,B7P43_G02356,PNF38057.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNase I-like,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily,NA|-
Csec_G17608,B7P43_G17608,PNF32269.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_like|Reverse transcriptase (RNA-dependent DNA polymerase)|REVERSE TRANSCRIPTASE,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G02110,B7P43_G02110,PNF21258.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G10756,B7P43_G10756,PNF37787.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G03818,B7P43_G03818,PNF25627.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G07657,B7P43_G07657,PNF35186.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G08376,B7P43_G08376,PNF23463.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G10421,B7P43_G10421,PNF15800.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G14423,B7P43_G14423,PNF41411.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G15351,B7P43_G15351,PNF19699.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G15793,B7P43_G15793,PNF41868.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G16026,B7P43_G16026,PNF37419.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G17140,B7P43_G17140,PNF19589.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G17566,B7P43_G17566,PNF22011.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G18017,B7P43_G18017,PNF38077.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G06302,B7P43_G06302,PNF24485.1,Reverse transcriptase (RT) catalytic domain profile.|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNase I-like|Endonuclease/exonuclease/phosphatase,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily,-|NA
Csec_G01683,B7P43_G01683,PNF14434.1,Reverse transcriptase (RT) catalytic domain profile.|DNase I-like|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerases|RT_nLTR_like|Endonuclease-reverse transcriptase,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase,-|NA|GO:0003824
Csec_G04510,B7P43_G04510,PNF32749.1,Reverse transcriptase (RT) catalytic domain profile.|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerases|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease-reverse transcriptase|DNase I-like,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase,-|NA|GO:0003824
Csec_G10907,B7P43_G10907,PNF31336.1,Reverse transcriptase (RT) catalytic domain profile.|Endonuclease/exonuclease/phosphatase|DNase I-like|RT_nLTR_like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|DNA/RNA polymerase superfamily,-|NA
Csec_G15003,B7P43_G15003,PNF24248.1,Reverse transcriptase (RT) catalytic domain profile.|Endonuclease/exonuclease/phosphatase|Endonuclease-reverse transcriptase|RT_nLTR_like|L1-EN|DNase I-like|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerase superfamily,NA|-|GO:0003824
Csec_G04570,B7P43_G04570,PNF29503.1,Reverse transcriptase (RT) catalytic domain profile.|Endonuclease/exonuclease/phosphatase|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like|DNase I-like,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|DNA/RNA polymerase superfamily,-|NA
Csec_G14661,B7P43_G14661,PNF19787.1,Reverse transcriptase (RT) catalytic domain profile.|Endonuclease/exonuclease/phosphatase|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease-reverse transcriptase|DNase I-like|RT_nLTR_like|L1-EN|DNA/RNA polymerases,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerase superfamily,-|NA|GO:0003824
Csec_G15085,B7P43_G15085,PNF17579.1,Reverse transcriptase (RT) catalytic domain profile.|Endonuclease-reverse transcriptase|DNA/RNA polymerases|DNase I-like|RT_nLTR_like|Endonuclease/exonuclease/phosphatase|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase superfamily,NA|-|GO:0003824
Csec_G08517,B7P43_G08517,PNF27092.1,Reverse transcriptase (RT) catalytic domain profile.|Endonuclease-reverse transcriptase|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerases|RT_nLTR_like|DNase I-like|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase|Endonuclease/exonuclease/phosphatase superfamily|DNA/RNA polymerase superfamily,NA|-|GO:0003824
Csec_G15436,B7P43_G15436,PNF20263.1,Reverse transcriptase (RT) catalytic domain profile.|REVERSE TRANSCRIPTASE,Reverse transcriptase domain,-|NA
Csec_G16972,B7P43_G16972,PNF20184.1,Reverse transcriptase (RT) catalytic domain profile.|REVERSE TRANSCRIPTASE,Reverse transcriptase domain,-|NA
Csec_G14088,B7P43_G14088,PNF13746.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain,NA|-
Csec_G13753,B7P43_G13753,PNF27703.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain,NA|-
Csec_G14608,B7P43_G14608,PNF38136.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain,NA|-
Csec_G03514,B7P43_G03514,PNF39778.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain,-|NA
Csec_G13720,B7P43_G13720,PNF23836.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase),Reverse transcriptase domain,-|NA
Csec_G01540,B7P43_G01540,PNF14932.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G15814,B7P43_G15814,PNF34312.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G08709,B7P43_G08709,PNF28632.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|Coil,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G01362,B7P43_G01362,PNF39135.1|PNF39136.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|Endonuclease-reverse transcriptase|RT_nLTR_like|Endonuclease/exonuclease/phosphatase|DNase I-like,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Endonuclease/exonuclease/phosphatase|Endonuclease/exonuclease/phosphatase superfamily,-|NA|GO:0003824
Csec_G00428,B7P43_G00428,PNF37280.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G03895,B7P43_G03895,PNF37921.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G06413,B7P43_G06413,PNF26057.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G06548,B7P43_G06548,PNF32021.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G12694,B7P43_G12694,PNF26972.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G12891,B7P43_G12891,PNF42885.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G14724,B7P43_G14724,PNF23833.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G16934,B7P43_G16934,PNF16826.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G16970,B7P43_G16970,PNF31074.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G07043,B7P43_G07043,PNF29382.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G07879,B7P43_G07879,PNF28690.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like,Reverse transcriptase domain|Reverse transcriptase/Diguanylate cyclase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G05262,B7P43_G05262,PNF20060.1|PNF20061.1|PNF20062.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|DNA/RNA polymerases|RT_nLTR_like|COILED-COIL DOMAIN-CONTAINING PROTEIN 43|COILED-COIL DOMAIN-CONTAINING PROTEIN 43|Coil,Reverse transcriptase domain|DNA/RNA polymerase superfamily|Coiled-coil domain-containing protein 43,NA|-|-|NA
Csec_G01311,B7P43_G01311,PNF39212.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase|Endonuclease-reverse transcriptase|DNase I-like|RT_nLTR_like|L1-EN|DNA/RNA polymerases,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerase superfamily,-|NA|GO:0003824
Csec_G04865,B7P43_G04865,PNF20581.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease/exonuclease/phosphatase|Endonuclease-reverse transcriptase|DNase I-like|RT_nLTR_like|L1-EN|DNA/RNA polymerases,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase superfamily|Endonuclease/exonuclease/phosphatase|DNA/RNA polymerase superfamily,-|NA|GO:0003824
Csec_G12677,B7P43_G12677,PNF22588.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|Endonuclease-reverse transcriptase|Endonuclease/exonuclease/phosphatase|RT_nLTR_like|DNase I-like|DNA/RNA polymerases,Reverse transcriptase domain|Endonuclease/exonuclease/phosphatase|Endonuclease/exonuclease/phosphatase superfamily|DNA/RNA polymerase superfamily,-|NA|GO:0003824
Csec_G12375,B7P43_G12375,PNF25781.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|GIY-YIG domain profile.|GIY-YIG_PLEs|REVERSE TRANSCRIPTASE|DNA/RNA polymerases|RT_like,Reverse transcriptase domain|GIY-YIG endonuclease|DNA/RNA polymerase superfamily,-|NA
Csec_G11375,B7P43_G11375,PNF33219.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like,Reverse transcriptase domain,-|NA
Csec_G07632,B7P43_G07632,PNF41636.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,NA|-
Csec_G03641,B7P43_G03641,PNF30905.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G06460,B7P43_G06460,PNF28775.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G14387,B7P43_G14387,PNF41415.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G14615,B7P43_G14615,PNF43694.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G15631,B7P43_G15631,PNF36554.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
Csec_G17025,B7P43_G17025,PNF40781.1,Reverse transcriptase (RT) catalytic domain profile.|Reverse transcriptase (RNA-dependent DNA polymerase)|RT_nLTR_like|DNA/RNA polymerases,Reverse transcriptase domain|DNA/RNA polymerase superfamily,-|NA
