GeneID,Gene_ID,baseMean,Log2FoldChange,lfcSE,stat,pvalue,padj,proteinID,domain,annotation,GO
Csec_G04012,B7P43_G04012,42.54262739,-2.909296689,0.775479446,-3.751610313,0.000175702,0.004711233,"PNF38436.1,",F-BOX/WD REPEAT-CONTAINING PROTEIN 1A|F-box domain profile.|D domain of beta-TrCP|F-box domain|fbox_2|F-box-like|Beta-TrCP_D_2,"F-box domain,|D domain of beta-TrCP,|F-box-like domain superfamily","GO:0005515,|GO:0046983"
Csec_G13626,B7P43_G13626,65.21364762,-1.919301235,0.607896495,-3.157282944,0.001592467,0.021143856,"PNF42762.1,",F-box-like|Concanavalin A-like lectins/glucanases|SPRY DOMAIN CONTAINING SOCS BOX PROTEIN|SPRY_3|F-box domain profile.|B30.2/SPRY domain profile.|SPRY domain|fbox_2|F-BOX/SPRY DOMAIN-CONTAINING PROTEIN 1|F-box domain|SPRY_Fbox,"F-box domain,|B30.2/SPRY domain superfamily,|Concanavalin A-like lectin/glucanase domain superfamily,|SPRY domain,|B30.2/SPRY domain,|F-box-like domain superfamily,|Fbxo45, SPRY domain","GO:0005515,|-"
Csec_G01357,B7P43_G01357,792.029275,2.623891835,0.707130999,3.710616335,0.000206755,0.0053162,"PNF39161.1,",F-box-like|F-box domain|FI07223P|RNI-like|UNCHARACTERIZED|fbox_2|Ribonuclease Inhibitor|LRR_CC_2|F-box domain profile.,"F-box domain,|F-box-like domain superfamily,|Leucine-rich repeat domain superfamily,|Leucine-rich repeat, cysteine-containing subtype","GO:0005515,|-"
Csec_G00866,B7P43_G00866,223.6055574,-2.698290518,0.882227856,-3.058496169,0.002224509,0.026032995,"PNF16742.1,",FERM DOMAIN (PROTEIN4.1-EZRIN-RADIXIN-MOESIN) FAMILY|FERM_C_FRMD1_FRMD6|FERM_B-lobe|FERM_C_3|FERM C-terminal PH-like domain|B41_5|FERM domain profile.|PH domain-like|FERM central domain|PROTEIN EXPANDED|Second domain of FERM,"FERM domain-containing protein 6, FERM domain C-lobe,|FERM central domain,|FERM, C-terminal PH-like domain,|PH-like domain superfamily,|Band 4.1 domain,|FERM domain,|FERM/acyl-CoA-binding protein superfamily,|FERM superfamily, second domain",GO:0005856
Csec_G17297,B7P43_G17297,116.4645496,-2.025178462,0.495748433,-4.085093017,4.41E-05,0.00184518,"PNF26388.1,",FERM_C_NBL4_NBL5|FERM adjacent (FA)|FERM_C_3|FA_2|PH domain-like|4.1 G PROTEIN|BAND 4.1-LIKE PROTEIN 4A|FERM C-terminal PH-like domain|FERM domain profile.,"FERM adjacent (FA),|PH-like domain superfamily,|FERM, C-terminal PH-like domain,|Band 4.1-like protein 4A,|FERM domain",GO:0005856
Csec_G02672,B7P43_G02672,3553.52947,2.166512196,0.364210055,5.948523839,2.71E-09,1.06E-06,"PNF26318.1,|PNF26319.1,|PNF26320.1,|PNF26321.1,|PNF26322.1,|PNF26323.1,|PNF26324.1,|PNF26325.1,|PNF26326.1,|PNF26327.1,|PNF26328.1,|PNF26329.1,",FF domain profile.|FF domain|FF_2|Coil|TRANSCRIPTION ELONGATION REGULATOR 1|FF domain|TRANSCRIPTION ELONGATION REGULATOR 1|Coil|FF domain profile.|FF_2|FF domain profile.|FF_2|TRANSCRIPTION ELONGATION REGULATOR 1|Coil|FF domain|WW domain|FF domain profile.|FF domain|Coil|WW/rsp5/WWP domain profile.|FF_2|WW/rsp5/WWP domain signature.|ww_5|WW|TRANSCRIPTION ELONGATION REGULATOR 1|ww_5|FF domain|FF domain profile.|WW|WW domain|WW/rsp5/WWP domain profile.|Coil|FF_2|WW/rsp5/WWP domain signature.|TRANSCRIPTION ELONGATION REGULATOR 1|Coil|FF domain|WW/rsp5/WWP domain profile.|FF domain profile.|WW domain|WW/rsp5/WWP domain signature.|FF_2|WW|ww_5|TRANSCRIPTION ELONGATION REGULATOR 1|WW domain|FF domain profile.|Coil|WW/rsp5/WWP domain profile.|FF domain|FF_2|WW/rsp5/WWP domain signature.|TRANSCRIPTION ELONGATION REGULATOR 1|ww_5|WW|FF domain|WW domain|FF domain profile.|Coil|TRANSCRIPTION ELONGATION REGULATOR 1|WW/rsp5/WWP domain profile.|WW/rsp5/WWP domain signature.|ww_5|WW|FF_2|Coil|WW domain|WW|WW/rsp5/WWP domain profile.|FF_2|FF domain|ww_5|FF domain profile.|TRANSCRIPTION ELONGATION REGULATOR 1|WW/rsp5/WWP domain signature.|TRANSCRIPTION ELONGATION REGULATOR 1|FF domain|Coil|FF domain profile.|FF_2|FF domain|TRANSCRIPTION ELONGATION REGULATOR 1|Coil|FF domain profile.|FF_2,"FF domain,|FF domain superfamily,|Transcription elongation regulator 1-like|FF domain superfamily,|FF domain,|Transcription elongation regulator 1-like|FF domain,|Transcription elongation regulator 1-like,|FF domain superfamily|WW domain superfamily,|FF domain,|FF domain superfamily,|WW domain,|Transcription elongation regulator 1-like|WW domain,|FF domain superfamily,|FF domain,|WW domain superfamily,|Transcription elongation regulator 1-like|FF domain superfamily,|WW domain,|FF domain,|WW domain superfamily,|Transcription elongation regulator 1-like|WW domain superfamily,|FF domain,|WW domain,|FF domain superfamily,|Transcription elongation regulator 1-like|FF domain superfamily,|WW domain superfamily,|FF domain,|Transcription elongation regulator 1-like,|WW domain|WW domain superfamily,|WW domain,|FF domain,|FF domain superfamily,|Transcription elongation regulator 1-like|FF domain superfamily,|FF domain,|Transcription elongation regulator 1-like","GO:0003712|GO:0070063|GO:0003712|GO:0070063|GO:0005515,|GO:0003712|GO:0070063|GO:0005515,|GO:0003712|GO:0070063|GO:0005515,|GO:0003712|GO:0070063|GO:0005515,|GO:0003712|GO:0070063"
Csec_G09606,B7P43_G09606,505.1379226,-1.511949605,0.361139708,-4.186605828,2.83E-05,0.001379646,"PNF19194.1,|PNF19195.1,|PNF19196.1,","FHA_2|Zinc/RING finger domain, C3HC4 (zinc finger)|Coil|FHA|RING-HC_RNF8|E3 UBIQUITIN-PROTEIN LIGASE RNF8|Zinc finger, C3HC4 type (RING finger)|RING/U-box|SMAD/FHA domain|Zinc finger RING-type profile.|Forkhead-associated (FHA) domain profile.|FHA domain|ring_2|Zinc finger RING-type signature.|E3 UBIQUITIN-PROTEIN LIGASE RNF8|Coil|RING/U-box|Zinc finger RING-type profile.|RING-HC_RNF8|ring_2|Zinc finger RING-type signature.|Zinc/RING finger domain, C3HC4 (zinc finger)|Zinc finger, C3HC4 type (RING finger)","Forkhead-associated (FHA) domain,|Zinc finger, RING/FYVE/PHD-type,|SMAD/FHA domain superfamily,|Zinc finger, RING-type,|Zinc finger, RING-type, conserved site|Zinc finger, RING-type,|Zinc finger, RING-type, conserved site,|Zinc finger, RING/FYVE/PHD-type","GO:0005515,-"
Csec_G13098,B7P43_G13098,1173.620823,1.970915891,0.65128867,3.026178686,0.002476659,0.02790913,"PNF42840.1,","FI16820P1-RELATED|Prolyl 4-Hydroxylase alpha-subunit, N-terminal region|Coil|Tetratricopeptide repeat domain|p4hc|2OG-Fe(II) oxygenase superfamily|q2cbj1_9rhob like domain|PROLYL 4-HYDROXYLASE ALPHA SUBUNIT|Fe(2+) 2-oxoglutarate dioxygenase domain profile.|TPR-like","Prolyl 4-hydroxylase alpha-subunit, N-terminal,|Tetratricopeptide-like helical domain superfamily,|Prolyl 4-hydroxylase, alpha subunit,|Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain,|Prolyl 4-hydroxylase,|Oxoglutarate/iron-dependent dioxygenase","GO:0004656|GO:0005783,|GO:0005515,|GO:0005506|GO:0016705|GO:0031418,"
Csec_G12797,B7P43_G12797,138.9746592,1.799993412,0.513479143,3.505484959,0.000455776,0.009166275,"PNF27732.1,|PNF27733.1,|PNF27734.1,|PNF27735.1,",FI19708P1|MFS general substrate transporter like domains|MFS general substrate transporter|Major Facilitator Superfamily|Major facilitator superfamily (MFS) profile.|MFS_SLC17|SOLUTE CARRIER FAMILY 17|MFS general substrate transporter like domains|Major facilitator superfamily (MFS) profile.|MFS general substrate transporter|SOLUTE CARRIER FAMILY 17|MFS_SLC17|Major Facilitator Superfamily|FI19708P1,"MFS transporter superfamily,|Major facilitator superfamily,|Major facilitator superfamily domain|MFS transporter superfamily,|Major facilitator superfamily domain,|Major facilitator superfamily","GO:0022857|GO:0055085,|GO:0022857|GO:0022857,|GO:0022857|GO:0055085"
Csec_G14603,B7P43_G14603,1139.698371,1.422048543,0.508447397,2.796844967,0.005160429,0.046057655,"PNF38134.1,|PNF38135.1,",Fibronectin type III|Protein kinase domain profile.|Immunoglobulin|Phosphorylase Kinase; domain 1|FN3_2|Fibronectin type-III domain profile.|Ig-like domain profile.|serkin_6|Protein kinase domain|Serine/Threonine protein kinases active-site signature.|Immunoglobulin I-set domain|Protein kinase-like (PK-like)|Immunoglobulins|igc2_5|IG_3c|Fibronectin type III repeat signature|Ig|Protein kinases ATP-binding region signature.|Transferase(Phosphotransferase) domain 1|FN3|Fibronectin type III domain|STKc_MLCK|Fibronectin type-III domain profile.|Immunoglobulin|Protein kinase domain|Immunoglobulins|STKc_MLCK|Fibronectin type III repeat signature|Protein kinase-like (PK-like)|Fibronectin type III domain|Ig-like domain profile.|Ig|FN3_2|serkin_6|FN3|IG_3c|Transferase(Phosphotransferase) domain 1|Protein kinases ATP-binding region signature.|TyrPK_CSF1-R|Protein kinase domain profile.|Phosphorylase Kinase; domain 1|igc2_5|Serine/Threonine protein kinases active-site signature.|Fibronectin type III|Immunoglobulin I-set domain,"Fibronectin type III superfamily,|Protein kinase domain,|Immunoglobulin-like domain superfamily,|Fibronectin type III,|Immunoglobulin-like domain,|Serine/threonine-protein kinase, active site,|Immunoglobulin I-set,|Protein kinase-like domain superfamily,|Immunoglobulin-like fold,|Immunoglobulin subtype 2,|Immunoglobulin subtype,|Protein kinase, ATP binding site|Fibronectin type III,|Immunoglobulin-like domain superfamily,|Protein kinase domain,|Immunoglobulin-like fold,|Protein kinase-like domain superfamily,|Immunoglobulin-like domain,|Immunoglobulin subtype,|Protein kinase, ATP binding site,|Immunoglobulin subtype 2,|Serine/threonine-protein kinase, active site,|Fibronectin type III superfamily,|Immunoglobulin I-set","GO:0005515,|GO:0004672|GO:0005524|GO:0006468,|GO:0004672|GO:0006468,|GO:0005524|GO:0005515,|GO:0004672|GO:0005524|GO:0006468,|GO:0005524,|GO:0004672|GO:0006468"
Csec_G06435,B7P43_G06435,259.1369799,1.744502461,0.632791013,2.756838237,0.005836322,0.049987975,"PNF16642.1,","FIBROSIN FAMILY MEMBER|Autism susceptibility gene 2 protein,","Autism susceptibility gene 2 protein,",-
Csec_G07545,B7P43_G07545,176.8038781,-1.574054452,0.496187688,-3.172296473,0.001512385,0.020425258,"PNF28163.1,","FIDGETIN-LIKE PROTEIN 1|P-loop containing nucleoside triphosphate hydrolases|AAA DOMAIN-CONTAINING|ATPase family associated with various cellular activities (AAA)|AAA-protein family signature.|AAA_5|AAA+ lid domain|AAA|Vps4 C terminal oligomerisation domain,","P-loop containing nucleoside triphosphate hydrolase,|ATPase, AAA-type, core,|ATPase, AAA-type, conserved site,|AAA+ ATPase domain,|AAA ATPase, AAA+ lid domain,|Vps4 oligomerisation, C-terminal",GO:0005524|GO:0016887
Csec_G10823,B7P43_G10823,518.164172,1.092127396,0.372871162,2.928967182,0.003400903,0.034426929,"PNF16303.1,|PNF16304.1,|PNF16305.1,|PNF16306.1,|PNF16307.1,|PNF16308.1,|PNF16309.1,|PNF16310.1,",FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKPA|PEPTIDYLPROLYL ISOMERASE|WH1 domain|Coil|Coil|FK506-BINDING PROTEIN 15|FKBP-type peptidyl-prolyl cis-trans isomerase domain profile.|PEPTIDYLPROLYL ISOMERASE|Coil|FKBP-like|FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKPA|FKBP-type peptidyl-prolyl cis-trans isomerase domain profile.|PEPTIDYLPROLYL ISOMERASE|FKBP-like|FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKPA|FKBP-type peptidyl-prolyl cis-trans isomerase domain profile.|PEPTIDYLPROLYL ISOMERASE|FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKPA|FKBP-like,"WH1/EVH1 domain|FKBP-type peptidyl-prolyl cis-trans isomerase domain,|Peptidyl-prolyl cis-trans isomerase domain superfamily|Peptidyl-prolyl cis-trans isomerase domain superfamily,|FKBP-type peptidyl-prolyl cis-trans isomerase domain,","-|GO:0003755,|-"
Csec_G07667,B7P43_G07667,1114.545488,1.714380151,0.499739192,3.43054973,0.00060236,0.010979252,"PNF41061.1,",FKBP-type peptidyl-prolyl cis-trans isomerase|EF-hand domain pair|PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP7/14|EF-hand calcium-binding domain.|FKBP-type peptidyl-prolyl cis-trans isomerase domain profile.|EF-hand calcium-binding domain profile.|FKBP-like|EF-hand,"FKBP-type peptidyl-prolyl cis-trans isomerase domain,|EF-hand domain,|Peptidyl-prolyl cis-trans isomerase domain superfamily,|EF-Hand 1, calcium-binding site,|EF-hand domain pair","GO:0003755,|GO:0005509,|-"
Csec_G12720,B7P43_G12720,16.26290278,7.848359283,2.068448719,3.794321421,0.000148048,0.004186652,"PNF21595.1,",FMRFamide related peptide family|FMRFAMIDE-RELATED PEPTIDES,"FMRFamide-related peptide-like,","GO:0007218,|-"
Csec_G13918,B7P43_G13918,1402.714951,-0.863660555,0.303223479,-2.848264116,0.004395843,0.041324881,"PNF43384.1,|PNF43385.1,",FMS INTERACTING PROTEIN|Fms-interacting protein/Thoc5|THO COMPLEX SUBUNIT 5 HOMOLOG|THO COMPLEX SUBUNIT 5 HOMOLOG|FMS INTERACTING PROTEIN|Coil|Fms-interacting protein/Thoc5,"THO complex, subunit 5,|THO complex, subunit 5",-|-
Csec_G17231,B7P43_G17231,106.1182382,-2.300628894,0.715538678,-3.215240438,0.001303353,0.01839976,"PNF39933.1,",FMT C-terminal domain-like|3mg: DNA-3-methyladenine glycosylase|AAG|Putative 3-methyladenine DNA glycosylase.|DNA-3-METHYLADENINE GLYCOSYLASE|Methylpurine-DNA glycosylase (MPG),"Formyl transferase-like, C-terminal domain superfamily,|Methylpurine-DNA glycosylase,|Methylpurine-DNA glycosylase superfamily,","GO:0003824,|GO:0003677|GO:0003905|GO:0006284,|-"
Csec_G12824,B7P43_G12824,184.0301437,2.129422514,0.709136646,3.002838065,0.002674747,0.029509413,"PNF38775.1,",FN3_2|Protein tyrosine and serine/threonine kinase|TYROSINE-PROTEIN KINASE RECEPTOR|Transferase(Phosphotransferase) domain 1|Phosphorylase Kinase; domain 1|PTKc_InsR_like|Fibronectin type III|Tyrosine kinase catalytic domain signature|L domain-like|Tyrosine protein kinases specific active-site signature.|Immunoglobulins|Fibronectin type-III domain profile.|Growth factor receptor domain|FN3|Furin-like cysteine rich region|furin_3|tyrkin_6|Protein kinase domain profile.|Receptor L domain|INSULIN-LIKE RECEPTOR|Protein kinase-like (PK-like)|Receptor tyrosine kinase class II signature.|FU,"Fibronectin type III,|Serine-threonine/tyrosine-protein kinase, catalytic domain,|Fibronectin type III superfamily,|Tyrosine-protein kinase, active site,|Immunoglobulin-like fold,|Receptor L-domain superfamily,|Growth factor receptor cysteine-rich domain superfamily,|Furin-like cysteine-rich domain,|Furin-like repeat,|Tyrosine-protein kinase, catalytic domain,|Protein kinase domain,|Receptor L-domain,|Protein kinase-like domain superfamily,|Tyrosine-protein kinase, receptor class II, conserved site","GO:0005515,|GO:0004672|GO:0006468,|GO:0004713|GO:0006468,|GO:0004672|GO:0005524|GO:0006468,|GO:0004714|GO:0005524|GO:0006468|GO:0007169|GO:0016020"
Csec_G05915,B7P43_G05915,160.3744211,-0.966335393,0.287298277,-3.363526585,0.000769534,0.012899743,"PNF40649.1,","Folate-binding domain|FAD-linked reductases, C-terminal domain|Aminomethyltransferase beta-barrel domain|FAD dependent oxidoreductase central domain|Glycine cleavage T-protein C-terminal barrel domain|PYRUVATE DEHYDROGENASE PHOSPHATASE REGULATORY SUBUNIT, MITOCHONDRIAL|FAD dependent oxidoreductase|Aminomethyltransferase folate-binding domain|Probable tRNA modification gtpase trme; domain 1|SARCOSINE DEHYDROGENASE-RELATED|FAD/NAD(P)-binding domain","Glycine cleavage T-protein/YgfZ, C-terminal,|FAD dependent oxidoreductase, central domain,|Glycine cleavage T-protein, C-terminal barrel domain,|FAD dependent oxidoreductase,|FAD/NAD(P)-binding domain superfamily,|Aminomethyltransferase, folate-binding domain,|GTP-binding protein TrmE/Aminomethyltransferase GcvT, domain 1","GO:0016491,|GO:0005515"
Csec_G15532,B7P43_G15532,991.7914686,1.024591621,0.239246914,4.282569857,1.85E-05,0.000972018,"PNF41912.1,|PNF41913.1,|PNF41914.1,","FOLYLPOLYGLUTAMATE SYNTHASE-RELATED|MurD-like peptide ligases, catalytic domain|Folylpolyglutamate synthase signature 1.|Coil|FOLYLPOLYGLUTAMATE SYNTHASE, MITOCHONDRIAL|folC: bifunctional protein FolC|Folylpolyglutamate synthase signature 2.|MurD-like peptide ligases, peptide-binding domain|FPGS|MurD-like peptide ligases, peptide-binding domain|FOLYLPOLYGLUTAMATE SYNTHASE-RELATED|FOLYLPOLYGLUTAMATE SYNTHASE, MITOCHONDRIAL|Folylpolyglutamate synthase signature 1.|MurD-like peptide ligases, peptide-binding domain|Coil|FPGS|FOLYLPOLYGLUTAMATE SYNTHASE, MITOCHONDRIAL|FOLYLPOLYGLUTAMATE SYNTHASE-RELATED|Folylpolyglutamate synthase signature 2.|MurD-like peptide ligases, catalytic domain|folC: bifunctional protein FolC","Mur-like, catalytic domain superfamily,|Folylpolyglutamate synthetase,|Folylpolyglutamate synthetase, conserved site,|Mur ligase, C-terminal domain superfamily,|Folylpolyglutamate synthase, eukaryota|Mur ligase, C-terminal domain superfamily,|Folylpolyglutamate synthetase,|Folylpolyglutamate synthase, eukaryota|Folylpolyglutamate synthetase, conserved site,|Mur ligase, C-terminal domain superfamily,|Mur-like, catalytic domain superfamily,|Folylpolyglutamate synthase, eukaryota,|Folylpolyglutamate synthetase","GO:0005524|GO:0009058,|GO:0004326|GO:0005524|GO:0009396,|GO:0009058|GO:0016881,-GO:0009058|GO:0016881,|GO:0004326|GO:0005524|GO:0009396|GO:0004326|GO:0005524|GO:0009396,|GO:0009058|GO:0016881,|GO:0005524|GO:0009058"
Csec_G03944,B7P43_G03944,291.5193124,1.469929595,0.417815686,3.518129273,0.000434601,0.009024989,"PNF38601.1,","Forkhead domain|forkneu4|CIRCADIANLY REGULATED PROTEIN-RELATED|FORKHEAD BOX PROTEIN|Winged helix"" DNA-binding domain|Fork head domain signature 2.|Fork head domain signature|Fork head domain profile.","Fork head domain,|Winged helix DNA-binding domain superfamily,|Winged helix-like DNA-binding domain superfamily,|Fork head domain conserved site 2","GO:0003700|GO:0006355|GO:0043565,|-"
Csec_G12031,B7P43_G12031,236.3868707,-1.586953845,0.467452123,-3.394901357,0.000686533,0.011944878,"PNF38791.1,",Frag1/DRAM/Sfk1 family|FASTING-INDUCIBLE INTEGRAL MEMBRANE PROTEIN TM6P1-RELATED,"Frag1/DRAM/Sfk1,",-
Csec_G02114,B7P43_G02114,194.7717233,-2.029772275,0.489495611,-4.146660824,3.37E-05,0.001543981,"PNF21282.1,",Frataxin/Nqo15-like|mito_frataxin: frataxin|FRATAXIN|FeS_CyaY: iron donor protein CyaY|Frataxin family signature.|Frataxin/CyaY|Frataxin|Frataxin signature|Frataxin-like domain|Frataxin_Cyay_2|Frataxin family profile.,"Frataxin/CyaY superfamily,|Frataxin,|Frataxin/CyaY,|Frataxin conserved site,","GO:0008199|GO:0016226,|GO:0004322|GO:0005739,|-"
Csec_G17384,B7P43_G17384,169.5008058,1.361561837,0.352708374,3.860304826,0.000113246,0.003492764,"PNF26816.1,|PNF26817.1,|PNF26818.1,|PNF26819.1,","Fringe-like|Nucleotide-diphospho-sugar transferases|FRINGE-RELATED|BETA-1,3-GLUCOSYLTRANSFERASE|Nucleotide-diphospho-sugar transferases|BETA-1,3-GLUCOSYLTRANSFERASE|FRINGE-RELATED|Fringe-like|FRINGE-RELATED|BETA-1,3-GLUCOSYLTRANSFERASE|Nucleotide-diphospho-sugar transferases|Fringe-like,","Fringe-like,|Nucleotide-diphospho-sugar transferases,|Nucleotide-diphospho-sugar transferases,|Fringe-like|Nucleotide-diphospho-sugar transferases,|Fringe-like","GO:0016020|GO:0016757,-GO:0016020|GO:0016757|GO:0016020|GO:0016757"
Csec_G01716,B7P43_G01716,53.9023135,-3.311454502,0.855485588,-3.870847795,0.000108457,0.003407408,"PNF14411.1,",Frizzled (fz) domain profile.|Frizzled cysteine-rich domain|G-protein coupled receptors family 2 profile 2.|Frizzled/Smoothened family membrane region|Frizzled_2|Frizzled protein signature|FRI_4|Fz domain|FRIZZLED-3|FRIZZLED,"Frizzled domain,|Frizzled cysteine-rich domain superfamily,|GPCR, family 2-like,|Frizzled/Smoothened, transmembrane domain,|Frizzled/secreted frizzled-related protein","GO:0005515,|GO:0004888|GO:0007166|GO:0016021,|GO:0007166|GO:0016020,"
Csec_G12705,B7P43_G12705,76.79104474,-2.676295468,0.930912837,-2.874915203,0.00404136,0.038957592,"PNF21567.1,",FRIZZLED|Fz domain|FRIZZLED-7|Frizzled/Smoothened family membrane region|G-protein coupled receptors family 2 profile 2.|FRI_4|Frizzled cysteine-rich domain|Frizzled_2|Frizzled protein signature|Frizzled (fz) domain profile.,"Frizzled/secreted frizzled-related protein,|Frizzled domain,|Frizzled-7,|Frizzled/Smoothened, transmembrane domain,|Frizzled cysteine-rich domain superfamily,|GPCR, family 2-like,","GO:0005515,|GO:0016055|GO:0042813,|GO:0007166|GO:0016020,|GO:0004888|GO:0007166|GO:0016021,|-"
Csec_G13377,B7P43_G13377,488.2312082,-1.729031697,0.502724515,-3.439322427,0.000583172,0.010770623,"PNF31704.1,|PNF31705.1,|PNF31706.1,","Fructose-1,6-bisphosphatase signature|FRUCTOSE-1,6-BISPHOSPHATASE-RELATED|FBPase|Fructose-1-6-bisphosphatase, N-terminal domain|Carbohydrate phosphatase|FRUCTOSE-1,6-BISPHOSPHATASE ISOZYME 2|Carbohydrate phosphatase|FBPtase|FBPtase_SBPase|Fructose-1-6-bisphosphatase, C-terminal domain|FRUCTOSE-1,6-BISPHOSPHATASE-RELATED|Fructose-1,6-bisphosphatase signature|Fructose-1,6-bisphosphatase class 1 [fbp].|Fructose-1-6-bisphosphatase, N-terminal domain|FRUCTOSE-1,6-BISPHOSPHATASE 1|FBPase|Fructose-1-6-bisphosphatase active site.|Carbohydrate phosphatase|Fructose-1-6-bisphosphatase active site.|FBPtase|FRUCTOSE-1,6-BISPHOSPHATASE-RELATED|FRUCTOSE-1,6-BISPHOSPHATASE 1|FBPase|Fructose-1,6-bisphosphatase signature|Fructose-1-6-bisphosphatase, N-terminal domain|Fructose-1-6-bisphosphatase, C-terminal domain|FBPtase_SBPase|Fructose-1,6-bisphosphatase class 1 [fbp].|Coil","Fructose-1,6-bisphosphatase,|Fructose-1,6-bisphosphatase class 1,|Fructose-1-6-bisphosphatase class I, N-terminal|Fructose-1,6-bisphosphatase,|Fructose-1,6-bisphosphatase class 1,|Fructose-1-6-bisphosphatase class 1, C-terminal,|Fructose-1-6-bisphosphatase class I, N-terminal,|Fructose-1,6-bisphosphatase, active site|Fructose-1,6-bisphosphatase, active site,|Fructose-1,6-bisphosphatase,|Fructose-1,6-bisphosphatase class 1,|Fructose-1-6-bisphosphatase class I, N-terminal,|Fructose-1-6-bisphosphatase class 1, C-terminal","GO:0042132,|GO:0005975|GO:0016791,|GO:0042132,|GO:0005975|GO:0016791,|GO:0005975|GO:0042578|GO:0005975|GO:0042578,|GO:0042132,|GO:0005975|GO:0016791,"
Csec_G09318,B7P43_G09318,299.5034557,1.33341877,0.437258709,3.049496198,0.002292255,0.026552841,"PNF43522.1,",FtsJ-like methyltransferase|Ribosomal RNA large subunit methyltransferase E [rlmE].|Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase [TRM7].|S-adenosyl-L-methionine-dependent methyltransferases|Vaccinia Virus protein VP39|TRNA (CYTIDINE(32)/GUANOSINE(34)-2'-O)-METHYLTRANSFERASE-RELATED|RIBOSOMAL RNA METHYLTRANSFERASE|,"Ribosomal RNA methyltransferase, FtsJ domain,|Ribosomal RNA large subunit methyltransferase E,|tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase TRM7,|S-adenosyl-L-methionine-dependent methyltransferase superfamily,","GO:0008168|GO:0032259,|GO:0001510|GO:0008168,|GO:0008033|GO:0008175,|-"
Csec_G00462,B7P43_G00462,1325.328744,3.563635676,0.93027208,3.830745601,0.000127756,0.003802733,"PNF37326.1,|PNF37327.1,","Fuseless|FUSELESS, ISOFORM A",Protein fuseless,-
Csec_G09476,B7P43_G09476,1199.252169,1.648864232,0.451268219,3.653845237,0.000258342,0.006150112,"PNF35095.1,|PNF35096.1,|PNF35097.1,|PNF35098.1,|PNF35099.1,|PNF35100.1,|PNF35101.1,|PNF35102.1,|PNF35103.1,|PNF35104.1,|PNF35105.1,|PNF35106.1,",-FYVE/PHD zinc finger|,"-|Zinc finger, FYVE/PHD-type",-|-
Csec_G08370,B7P43_G08370,36.72058212,-3.15044443,0.831615173,-3.788344096,0.000151655,0.004277073,"PNF24050.1,",GAGA factor|Zinc finger C2H2 type domain profile.|Zinc finger C2H2 type domain signature.|Classic Zinc Finger,"Zinc finger, GAGA-binding factor,|Zinc finger C2H2-type",-
Csec_G15692,B7P43_G15692,100.8412165,4.023668215,1.237908714,3.250375548,0.001152527,0.016998755,"PNF39991.1,",gag-polypeptide of LTR copia-type|c2hcfinal6|Retrovirus zinc finger-like domains,"Zinc finger, CCHC-type,|Zinc finger, CCHC-type superfamily",GO:0003676|GO:0008270
Csec_G13198,B7P43_G13198,35.50615796,-3.249339062,0.817455703,-3.974942069,7.04E-05,0.002511406,"PNF23910.1,","Galactose oxidase, central domain|NETRIN/LAMININ-RELATED|EGF-like domain signature 2.|Kelch motif|Laminin|psinew7","EGF-like domain,|Kelch-type beta propeller,|PSI domain,|Kelch repeat type 1",GO:0005515
Csec_G05436,B7P43_G05436,277.6752536,-1.414299706,0.465129155,-3.040660196,0.002360601,0.026994925,"PNF42569.1,",Galactose-binding domain-like|INTRAFLAGELLAR TRANSPORT PROTEIN 25 HOMOLOG,"Galactose-binding-like domain superfamily,|Intraflagellar transport protein 25",GO:0030992|GO:0042073
Csec_G15802,B7P43_G15802,45.22861299,2.920278423,0.876942138,3.330069679,0.000868243,0.014010481,"PNF41850.1,",Galactoside-binding lectin|GALECTIN-9|galectin_3|Concanavalin A-like lectins/glucanases|Galactoside-binding lectin (galectin) domain profile.|GLECT|Gal_bind_lectin_2|GALECTIN,"Galectin, carbohydrate recognition domain,|Concanavalin A-like lectin/glucanase domain superfamily,|Galectin-like","GO:0030246,|-"
Csec_G18208,B7P43_G18208,235.835938,-1.012536771,0.289973724,-3.491822491,0.000479737,0.009494156,"PNF28926.1,","Galactosyltransferase|BETA-1,3-GALACTOSYLTRANSFERASE 6|BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE","Glycosyl transferase, family 31,","GO:0006486|GO:0016020|GO:0016758,|-"
Csec_G12148,B7P43_G12148,242.7702219,-1.499188928,0.478796022,-3.131164124,0.001741148,0.022430719,"PNF30470.1,","Galactosyltransferase|BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE|HEXOSYLTRANSFERASE|Prokaryotic membrane lipoprotein lipid attachment site profile.","Glycosyl transferase, family 31,","GO:0006486|GO:0016020|GO:0016758,|-"
